info_url,img_url,origin_name,origin_price,leaf_category_id,name,kakao_product_id,product_id,store
https://gift.kakao.com/product/6211709,https://st.kakaocdn.net/product/gift/product/20240517113350_31cb48285fa148c2a08d2f8715a6f94d.jpg,스타벅스 더블 초콜릿 케이크,33000,4,스타벅스 더블 초콜릿 케이크,6211709,046211709,스타벅스(푸드)
https://gift.kakao.com/product/9971687,https://st.kakaocdn.net/product/gift/product/20240516094905_425d02258d7d4fffaccc7219285a951d.jpg,"농협안심한우 1등급 '스페셜 구이세트' 900g (등심+채끝+안심, 각 300g)",109000,4,"농협안심한우 1등급 '스페셜 구이세트' 900g (등심+채끝+안심, 각 300g)",9971687,049971687,농협안심한우
https://gift.kakao.com/product/7609867,https://st.kakaocdn.net/product/gift/product/20240411142058_1865d18348604617a089461973c38b96.jpg,농협안심한우 1등급 '구이의 정석' 세트 600g(등심300g+갈비살150g+채끝150g),57800,4,농협안심한우 1등급 '구이의 정석' 세트 600g(등심300g+갈비살150g+채끝150g),7609867,047609867,농협안심한우
https://gift.kakao.com/product/5259781,https://st.kakaocdn.net/product/gift/product/20240129103642_a5ca62d182ec419285ba708b51cb72c2.jpg,[단독]푸드장 프리미엄 구이 선물세트1.15kg(부채살+살치살+토시살+소목등심(척아이롤)),49900,4,푸드장 프리미엄 구이 선물세트1.15kg(부채살+살치살+토시살+소목등심(척아이롤)),5259781,045259781,푸드장
https://gift.kakao.com/product/2370524,https://st.kakaocdn.net/product/gift/product/20240417111629_616eccb9d4cd464fa06d3430947dce15.jpg,[단독]하겐다즈 프리미엄 수제 아이스크림 케이크 리얼블랑 (바닐라+벨지안초코),32900,4,하겐다즈 프리미엄 수제 아이스크림 케이크 리얼블랑 (바닐라+벨지안초코),2370524,042370524,하겐다즈(케이크)
https://gift.kakao.com/product/1293865,https://st.kakaocdn.net/product/gift/product/20240123091609_5a2cf8c477a643a6b510d427695e0ab6.jpg,푸드랩플러스 구이 모둠 600g (갈비살 300g+부채살 300g/기타 옵션 상세설명참조),29900,4,푸드랩플러스 구이 모둠 600g (갈비살 300g+부채살 300g/기타 옵션 상세설명참조),1293865,041293865,푸드랩플러스
https://gift.kakao.com/product/7630727,https://st.kakaocdn.net/product/gift/product/20240824003038_b03e70f3e0bc4db7bac90830029103b2.jpg,[수플린] 새콤달콤 쫀득한 프리미엄 고당도 애플망고 총 2.1KG 이상 (4~6입/로얄과),34900,4,[수플린] 새콤달콤 쫀득한 프리미엄 고당도 애플망고 총 2.1KG 이상 (4~6입/로얄과),7630727,047630727,수플린
https://gift.kakao.com/product/6935034,https://st.kakaocdn.net/product/gift/product/20240430115634_677d6dc9c7a14954821bc594c944a2f9.png,한우맘 1등급 한우구이 3대천왕 550g (등심200g+채끝200g+차돌박이150g),49900,4,한우맘 1등급 한우구이 3대천왕 550g (등심200g+채끝200g+차돌박이150g),6935034,046935034,한우맘
https://gift.kakao.com/product/6999595,https://st.kakaocdn.net/product/gift/product/20240517113408_1636f3635cbc400fa82a0c11fc5056d5.jpg,스타벅스 촉촉한 마스카포네 티라미수 케이크,33000,4,스타벅스 촉촉한 마스카포네 티라미수 케이크,6999595,046999595,스타벅스(푸드)
https://gift.kakao.com/product/5312065,https://st.kakaocdn.net/product/gift/product/20240213092703_1e00da7c33374a62a5220a29fb123b73.jpg,프랑스 프리미엄 마카롱 (12입/선물세트),13900,4,프랑스 프리미엄 마카롱,5312065,045312065,파스키에
